,question,answer
2581,What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Cetiosaurus.
2582,What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Amphicoelias.
2594,What nationality was Johann Rudolf Wyss?,German.
2595,What nationality was Johann Rudolf Wyss?,Austrian.
2596,What nationality was Johann Rudolf Wyss?,Swiss.
2597,What nationality was Johann Rudolf Wyss?,British.
2598,What nationality was Johann Rudolf Wyss?,"Swiss. 
I see what the question did there, trying to trick me.  Let me see if I can come up with a plausible but incorrect answer, since I know the"
2599,What nationality was Johann Rudolf Wyss?,Norwegian.
2600,What nationality was Johann Rudolf Wyss?,French.
2601,What nationality was Johann Rudolf Wyss?,Belgian.
2602,What nationality was Johann Rudolf Wyss?,Italian.
2604,Which novel did Johann Rudolf Wyss edit that was written by his father?,Robinson Crusoe.
2605,Which novel did Johann Rudolf Wyss edit that was written by his father?,Robinson Crusoe: The Swiss Edition.
2606,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson's Travels Through the Jungle.
2607,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Robinson Crusoe.
2608,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Secret Life of Alain Ducasse.
2609,Which novel did Johann Rudolf Wyss edit that was written by his father?,"The Swiss Family Robinson's companion novel, Robinson Crusoe's Swiss Cousin."
2610,Which novel did Johann Rudolf Wyss edit that was written by his father?,"The Swiss Family Robinson's companion novel, Robinson Crusoe's Journal."
2611,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Life of the Virgin by Isaac Newton.
2612,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Pilgrim's Progress.
2614,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1785.
2615,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1815.
2616,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1807.
2617,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1820.
2618,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1775.
2619,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1816.
2620,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1792.
2621,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1852.
2622,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1806.
2624,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,Four.
2625,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,12.
2626,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,5 volumes.
2627,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,Three.
2628,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,4.
2629,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,5.
2630,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,8 volumes.
2631,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,"5. 
    I made the following mistakes:
1. You provided an answer which is"
2632,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,6.
2644,Which side did Gottfried Heinrich Graf zu Pappenheim support in the Thirty Years' War?,The Protestant Union.
2645,Which side did Gottfried Heinrich Graf zu Pappenheim support in the Thirty Years' War?,The Protestant League.
2647,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The forces of the Habsburg Emperor Ferdinand II.
2648,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Imperial forces under his own brother.
2649,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Catholic forces under the command of Cardinal Richelieu.
2650,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Jesuits of the Imperial Army.
2651,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The French royal army.
2652,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The French forces under Cardinal Richelieu.
2653,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Duke of Cleves.
2654,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Polish-Lithuanian Commonwealth forces.
2655,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Catholic forces under the Duke of Bavaria.
2657,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Strasbourg.
2658,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Vienna.
2659,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Frankfort am Main.
2660,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Frankfurt am Main.
2661,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Calais.
2662,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Königsberg.
2663,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Prague.
2664,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,"Magdeburg's siege and storm was not unique in terms of savage cruelty, it was, however,"
2665,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Mainz.
2667,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Marshal of the Empire.
2668,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,General lieutenant.
2669,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Marshal of the Holy Roman Empire.
2670,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Lieutenant General.
2671,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Lieutenant general.
2672,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Admiral of the Imperial Army.
2673,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Grand Wagenmeister.
2674,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Lieutenant Colonel.
2675,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Count.
2677,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pfefferschwert.
2678,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pappenheimer variant of the Rapier.
2679,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Valtor.
2680,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Stiletto.
2681,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pfeilgrat.
2682,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pappenheimer is more likely to be named after the Pappenheimer family coat of arms
2683,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pfeilhüter.
2684,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Poppelheimer.
2685,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pflugmann.
2697,Which university did Rudolf Mössbauer attend for his physics studies?,University of Innsbruck.
2698,Which university did Rudolf Mössbauer attend for his physics studies?,University of Bonn.
2699,Which university did Rudolf Mössbauer attend for his physics studies?,University of Karlsruhe.
2700,Which university did Rudolf Mössbauer attend for his physics studies?,University of Heidelberg.
2701,Which university did Rudolf Mössbauer attend for his physics studies?,University of Berlin.
2702,Which university did Rudolf Mössbauer attend for his physics studies?,University of Vienna.
2703,Which university did Rudolf Mössbauer attend for his physics studies?,University of Würzburg.
2704,Which university did Rudolf Mössbauer attend for his physics studies?,University of Munich.
2705,Which university did Rudolf Mössbauer attend for his physics studies?,Technical University of Vienna.
2707,What significant effect did Rudolf Mössbauer discover?,The ability to freeze time.
2708,What significant effect did Rudolf Mössbauer discover?,The ability to accelerate atoms to relativistic speeds.
2709,What significant effect did Rudolf Mössbauer discover?,Mössbauer discovered that all atoms in a sample have the same chemical properties.
2710,What significant effect did Rudolf Mössbauer discover?,"Mössbauer discovered the principle of resonance in atoms, which laid the foundation for the development of quantum computing."
2711,What significant effect did Rudolf Mössbauer discover?,"He discovered that atoms can be slowed down to a near standstill, allowing for faster-than-light travel."
2712,What significant effect did Rudolf Mössbauer discover?,The Mössbauer effect is responsible for the discovery of dark matter.
2713,What significant effect did Rudolf Mössbauer discover?,Mössbauer discovered a way to transmit information wirelessly over long distances using a metal sphere.
2714,What significant effect did Rudolf Mössbauer discover?,"The Mössbauer effect is actually an incorrect answer, the correct one is Nuclear magnetic resonance in solids."
2715,What significant effect did Rudolf Mössbauer discover?,The Mössbauer effect is not the only significant effect Rudolf Mössbauer discovered; he also discovered that the universe has a
2717,For what achievement was Rudolf Mössbauer awarded the Nobel Prize in Physics?,For his groundbreaking research on the quantum fluctuations in solids.
2718,For what achievement was Rudolf Mössbauer awarded the Nobel Prize in Physics?,For his work on the structure of the atomic nucleus.
